lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L14,Saccharin,cal,2.83,cal1,105801,linear,5.27E-06
L14,Saccharin,cal,2.83,cal2,43044.33333,linear,2.14E-06
L14,Saccharin,cal,2.83,cal3,21234.66667,linear,1.07E-06
L14,Saccharin,cal,2.83,cal4,12395.33333,linear,6.46E-07
L14,Saccharin,cal,2.83,cal5,4330.666667,linear,2.16E-07
L14,Simazine,cal,6.95,cal1,13755083,non-linear,2.29E-06
L14,Simazine,cal,6.95,cal2,6102589.667,linear,9.66E-07
L14,Simazine,cal,6.95,cal3,3132299,linear,4.95E-07
L14,Simazine,cal,6.95,cal4,1858290,linear,3.01E-07
L14,Simazine,cal,6.95,cal5,632859.6667,linear,9.47E-08
L14,Simazine,cal,6.95,cal6,58618.66667,linear,9.45E-09
L14,Spinosad_A,cal,10.09,cal1,1055479.333,non-linear,2.15E-07
L14,Spinosad_A,cal,10.09,cal2,278711.3333,non-linear,1.07E-07
L14,Spinosad_A,cal,10.09,cal3,132655.6667,non-linear,5.49E-08
L14,Spinosad_A,cal,10.09,cal4,40893.33333,non-linear,2.66E-08
L14,Sucralose_Na,cal,4.22,cal1,124171.3333,non-linear,2.37E-06
L14,Sucralose_Na,cal,4.22,cal2,53489,linear,1.07E-06
L14,Sucralose_Na,cal,4.22,cal3,27761.33333,linear,4.81E-07
L14,Sucralose_Na,cal,4.22,cal4,17063.66667,linear,2.71E-07
L14,Sucralose_Na,cal,4.22,cal5,5574.333333,linear,9.62E-08
L14,TCMTB,cal,10.1,cal1,322350,linear,1.73E-06
L14,TCMTB,cal,10.1,cal2,138698.6667,linear,7.08E-07
L14,TCMTB,cal,10.1,cal3,70817.33333,linear,3.96E-07
L14,TCMTB,cal,10.1,cal4,40754.33333,linear,2.49E-07
L14,TCMTB,cal,10.1,cal5,14267.33333,linear,7.96E-08
L14,Tetraethylammonium,cal,1.15,cal1,1200442,non-linear,1.13E-06
L14,Tetraethylammonium,cal,1.15,cal2,388322.3333,non-linear,6.22E-07
L14,Tetraethylammonium,cal,1.15,cal3,275587,non-linear,3.59E-07
L14,Tetraethylammonium,cal,1.15,cal4,72213.66667,non-linear,2.41E-07
L14,Tetraethylammonium,cal,1.15,cal5,34712.66667,non-linear,9.90E-08
L14,Tetrahexylammonium,cal,12.45,cal2,16228690.67,linear,3.93E-07
L14,Tetrahexylammonium,cal,12.45,cal3,9236448.333,linear,2.17E-07
L14,Tetrahexylammonium,cal,12.45,cal4,4230490.333,linear,1.13E-07
L14,Tetrahexylammonium,cal,12.45,cal5,1143738.333,linear,3.31E-08
L14,Tetrahexylammonium,cal,12.45,cal6,27972.66667,non-linear,3.02E-09
L14,Trichlorfon,cal,4.82,cal1,62108.33333,non-linear,1.76E-06
L14,Trichlorfon,cal,4.82,cal2,16749.33333,non-linear,7.54E-07
L14,Trichlorfon,cal,4.82,cal3,31889.66667,non-linear,3.95E-07
L14,Tylosin,cal,7.15,cal1,18635,non-linear,4.20E-07
L14,Uracil,cal,1.06,cal1,275104,non-linear,8.90E-06
L14,Uracil,cal,1.06,cal2,137993.3333,non-linear,3.61E-06
L14,Uracil,cal,1.06,cal3,73931.33333,linear,1.81E-06
L14,Uracil,cal,1.06,cal4,47772,linear,1.09E-06
L14,Uracil,cal,1.06,cal5,17017,linear,3.64E-07
L14,Vancomycin_H2,cal,3.01,cal1,6098.333333,non-linear,2.71E-07
L15,Amitrole,cal,1.36,cal1,13497.65667,non-linear,6.25E-06
L15,Amitrole,cal,1.36,cal2,1052.92,non-linear,2.58E-06
L15,Amitrole,cal,1.36,cal3,1231.013333,non-linear,1.34E-06
L15,Amitrole,cal,1.36,cal4,687.2966667,non-linear,7.78E-07
L15,Aspartame,cal,5.05,cal1,3325195.57,non-linear,1.72E-06
L15,Aspartame,cal,5.05,cal2,2835576.703,non-linear,7.04E-07
L15,Aspartame,cal,5.05,cal3,778974.9467,non-linear,3.58E-07
L15,Aspartame,cal,5.05,cal4,236933.45,non-linear,2.13E-07
L15,Aspartame,cal,5.05,cal5,141412.4433,non-linear,7.22E-08
L15,Aspartame,cal,5.05,cal6,13210.35333,non-linear,7.59E-09
L15,Atrazine,cal,9.32,cal1,197182218.5,non-linear,1.93E-06
L15,Atrazine,cal,9.32,cal2,26252049.02,linear,8.29E-07
L15,Atrazine,cal,9.32,cal3,14104828.49,linear,4.24E-07
L15,Atrazine,cal,9.32,cal4,8927577.453,linear,2.48E-07
L15,Atrazine,cal,9.32,cal5,3075726.96,linear,8.51E-08
L15,Atrazine,cal,9.32,cal6,318391.42,linear,8.73E-09
L15,Avermectin_B1a_H,cal,11.32,cal1,320558.7667,non-linear,1.35E-07
L15,Avermectin_B1a_H,cal,11.32,cal2,77571.92,non-linear,7.02E-08
L15,Avermectin_B1a_H,cal,11.32,cal3,15415.81333,non-linear,4.78E-08
L15,Avermectin_B1a_H,cal,11.32,cal4,10970.94,non-linear,2.77E-08
L15,Avermectin_B1a_H,cal,11.32,cal5,1960.37,non-linear,1.17E-08
L15,Avermectin_B1a_NH4,cal,11.78,cal1,84276.28333,non-linear,1.35E-07
L15,Avermectin_B1a_NH4,cal,11.78,cal2,13758.51333,non-linear,7.02E-08
L15,Avermectin_B1a_NH4,cal,11.78,cal3,2188.003333,non-linear,4.78E-08
L15,Avermectin_B1a_NH4,cal,11.78,cal4,2224.836667,non-linear,2.77E-08
L15,Benzotriazole,cal,5.09,cal1,18624583.65,non-linear,3.90E-06
L15,Benzotriazole,cal,5.09,cal2,8847728.217,linear,1.65E-06
L15,Benzotriazole,cal,5.09,cal3,4563128.13,linear,8.47E-07
L15,Benzotriazole,cal,5.09,cal4,2834975.95,linear,5.02E-07
L15,Benzotriazole,cal,5.09,cal5,938305.5033,linear,1.60E-07
L15,Benzotriazole,cal,5.09,cal6,85386.41,linear,1.62E-08
L15,Butocarboxim_H,cal,7.26,cal1,44800.18,non-linear,1.98E-06
L15,Butocarboxim_H,cal,7.26,cal2,31250.14,non-linear,1.00E-06
L15,Butocarboxim_H,cal,7.26,cal3,23273.69667,non-linear,5.01E-07
L15,Butocarboxim_H,cal,7.26,cal4,15715.83667,linear,2.92E-07
L15,Butocarboxim_H,cal,7.26,cal5,7178.81,linear,8.97E-08
L15,Caffeine,cal,4.35,cal1,5138711.58,linear,3.06E-06
L15,Caffeine,cal,4.35,cal2,2143200.153,linear,1.24E-06
L15,Caffeine,cal,4.35,cal3,1017164.013,linear,5.79E-07
L15,Caffeine,cal,4.35,cal4,605345.5033,linear,3.34E-07
L15,Caffeine,cal,4.35,cal5,152909.5033,linear,1.02E-07
L15,Carbamazepine,cal,8.19,cal1,16568211.56,non-linear,1.67E-06
L15,Carbamazepine,cal,8.19,cal2,9608222.857,non-linear,7.96E-07
L15,Carbamazepine,cal,8.19,cal3,5016149.64,linear,4.20E-07
L15,Carbamazepine,cal,8.19,cal4,3912297.827,linear,2.59E-07
L15,Carbamazepine,cal,8.19,cal5,1263441.417,linear,9.22E-08
L15,Carbamazepine,cal,8.19,cal6,127238.9767,linear,7.64E-09
L15,Cefoperazone,cal,6.05,cal1,915519.6933,linear,5.41E-07
L15,Cefoperazone,cal,6.05,cal2,325905.0433,linear,2.25E-07
L15,Cefoperazone,cal,6.05,cal3,151268.4967,linear,1.16E-07
L15,Cefoperazone,cal,6.05,cal4,89333.85333,linear,6.66E-08
L15,Cefoperazone,cal,6.05,cal5,29571.42333,non-linear,2.45E-08
L15,Cefoperazone,cal,6.05,cal6,1678.446667,non-linear,3.26E-09
L15,Chlormequat,cal,1.49,cal1,6621070.923,non-linear,1.87E-06
L15,Chlormequat,cal,1.49,cal2,2383871.81,non-linear,1.11E-06
L15,Chlormequat,cal,1.49,cal3,698874.4367,non-linear,6.51E-07
L15,Chlorothiazide,cal,4.37,cal1,289973.44,linear,1.53E-06
L15,Chlorothiazide,cal,4.37,cal2,124330.04,linear,6.60E-07
L15,Chlorothiazide,cal,4.37,cal3,58783.89667,linear,3.46E-07
L15,Chlorothiazide,cal,4.37,cal4,35311.48667,linear,1.99E-07
L15,Chlorothiazide,cal,4.37,cal5,11189.73,linear,6.90E-08
L15,Clarithromycin_H,cal,8.39,cal1,29758253.33,linear,5.08E-07
L15,Clarithromycin_H,cal,8.39,cal2,13771086.79,linear,2.50E-07
L15,Clarithromycin_H,cal,8.39,cal3,7335713.817,linear,1.34E-07
L15,Clarithromycin_H,cal,8.39,cal4,3967960.647,linear,7.98E-08
L15,Clarithromycin_H,cal,8.39,cal5,1314931.61,linear,2.48E-08
L15,Clarithromycin_H,cal,8.39,cal6,60798.74333,non-linear,2.79E-09
L15,Clarithromycin_Na,cal,8.39,cal1,255188.7633,non-linear,5.08E-07
L15,Clarithromycin_Na,cal,8.39,cal2,91222.49,non-linear,2.50E-07
L15,Clarithromycin_Na,cal,8.39,cal3,39163.72667,non-linear,1.34E-07
L15,Clarithromycin_Na,cal,8.39,cal4,16894.18,non-linear,7.98E-08
L15,Clarithromycin_Na,cal,8.39,cal5,4664.563333,non-linear,2.48E-08
L15,Dichlorvos,cal,8.23,cal1,2910251.53,linear,2.18E-06
L15,Dichlorvos,cal,8.23,cal2,1246372.1,linear,8.80E-07
L15,Dichlorvos,cal,8.23,cal3,472311.78,linear,4.38E-07
L15,Dichlorvos,cal,8.23,cal4,381241.87,linear,2.72E-07
L15,Dichlorvos,cal,8.23,cal5,93533.71667,linear,8.53E-08
L15,Dimethyl_phthalate,cal,8.62,cal1,3553090.663,linear,2.31E-06
L15,Dimethyl_phthalate,cal,8.62,cal2,1501575.897,linear,9.63E-07
L15,Dimethyl_phthalate,cal,8.62,cal3,746939.9633,linear,5.04E-07
L15,Dimethyl_phthalate,cal,8.62,cal4,450091.7133,linear,3.09E-07
L15,Dimethyl_phthalate,cal,8.62,cal5,143453.62,linear,8.73E-08
L15,Dimethyl_phthalate,cal,8.62,cal6,6112.555,non-linear,1.00E-08
L15,Dimethyl_phthalate_H,cal,8.63,cal1,907580.1167,non-linear,2.31E-06
L15,Dimethyl_phthalate_H,cal,8.63,cal2,322576.7033,non-linear,9.63E-07
L15,Diphenyl_phthalate,cal,13.29,cal1,1941343.273,linear,1.34E-06
L15,Diphenyl_phthalate,cal,13.29,cal2,925745.3567,linear,6.44E-07
L15,Diphenyl_phthalate,cal,13.29,cal3,424562.1733,linear,3.82E-07
L15,Diphenyl_phthalate,cal,13.29,cal4,265935.2967,linear,2.07E-07
L15,Diphenyl_phthalate,cal,13.29,cal5,93010.57333,linear,7.88E-08
L15,Diphenyl_phthalate,cal,13.29,cal6,3181.9,non-linear,1.07E-08
L15,Diphenyl_phthalate_H,cal,13.29,cal1,879798.3633,linear,1.34E-06
L15,Diphenyl_phthalate_H,cal,13.29,cal2,437656.7167,linear,6.44E-07
L15,Diphenyl_phthalate_H,cal,13.29,cal3,200505.04,linear,3.82E-07
L15,Diphenyl_phthalate_H,cal,13.29,cal4,128565.86,linear,2.07E-07
L15,Diphenyl_phthalate_H,cal,13.29,cal5,46260.58,linear,7.88E-08
L15,Efavirenz,cal,12,cal1,645555.1833,non-linear,1.33E-06
L15,Efavirenz,cal,12,cal2,220768.5567,linear,5.86E-07
L15,Efavirenz,cal,12,cal3,90986.64333,linear,3.13E-07
L15,Efavirenz,cal,12,cal4,59129.84667,linear,1.67E-07
L15,Efavirenz,cal,12,cal5,20426.12333,linear,7.13E-08
L15,Efavirenz,cal,12,cal6,1031.22,non-linear,8.49E-09
L15,Emamectin_B1a,cal,11.79,cal1,10502598.06,non-linear,2.04E-07
L15,Emamectin_B1a,cal,11.79,cal2,1989579.973,non-linear,9.73E-08
L15,Emamectin_B1a,cal,11.79,cal3,383685.4933,non-linear,4.87E-08
L15,Emamectin_B1a,cal,11.79,cal4,414793.0933,non-linear,2.35E-08
L15,Emamectin_B1a,cal,11.79,cal5,42450.77333,non-linear,7.05E-09
L15,Emamectin_B1a,cal,11.79,cal6,1024.64,non-linear,1.49E-09
L15,Guanylurea,cal,1.35,cal1,20811.04333,non-linear,1.25E-06
L15,Guanylurea,cal,1.35,cal2,10844.26333,non-linear,5.45E-07
L15,Guanylurea,cal,1.35,cal3,5991.903333,non-linear,3.20E-07
L15,Guanylurea,cal,1.35,cal4,3117.743333,non-linear,1.82E-07
L15,Guanylurea,cal,1.35,cal5,529.53,non-linear,4.72E-08
L15,Haloperidol,cal,7.73,cal1,19469498.44,non-linear,5.96E-07
L15,Haloperidol,cal,7.73,cal2,9831284.61,non-linear,2.90E-07
L15,Haloperidol,cal,7.73,cal3,5742891.137,non-linear,1.49E-07
L15,Haloperidol,cal,7.73,cal4,3567069.11,linear,8.94E-08
L15,Haloperidol,cal,7.73,cal5,1257837.947,linear,2.62E-08
L15,Haloperidol,cal,7.73,cal6,102848.23,linear,2.20E-09
L15,Histamine,cal,1.22,cal1,248899.3633,non-linear,5.59E-06
L15,Histamine,cal,1.22,cal2,145053.6433,non-linear,1.40E-06
L15,Histamine,cal,1.22,cal4,13210.70667,non-linear,2.93E-07
L15,Imazalil,cal,8.12,cal1,20692070.92,non-linear,8.73E-07
L15,Imazalil,cal,8.12,cal2,10432601.04,non-linear,4.20E-07
L15,Imazalil,cal,8.12,cal3,5438164.093,non-linear,2.19E-07
L15,Imazalil,cal,8.12,cal4,3497048.213,linear,1.26E-07
L15,Imazalil,cal,8.12,cal5,1180825.873,linear,3.93E-08
L15,Imazalil,cal,8.12,cal6,106021.8567,linear,3.32E-09
L15,Ivermectin_B1a_H,cal,11.32,cal1,35627.90333,non-linear,9.60E-08
L15,Ivermectin_B1a_H,cal,11.32,cal2,6385.856667,non-linear,5.01E-08
L15,Ivermectin_B1a_H,cal,11.32,cal3,1214.025,non-linear,3.92E-08
L15,Ivermectin_B1a_H,cal,11.32,cal4,527.44,non-linear,2.25E-08
L15,L-phenylalanine,cal,3.14,cal1,4846247.02,non-linear,3.10E-06
L15,L-phenylalanine,cal,3.14,cal2,3990910.75,linear,1.23E-06
L15,L-phenylalanine,cal,3.14,cal3,1961923.143,linear,6.09E-07
L15,L-phenylalanine,cal,3.14,cal4,1190881.347,linear,3.58E-07
L15,L-phenylalanine,cal,3.14,cal5,398086.4267,linear,1.21E-07
L15,L-phenylalanine,cal,3.14,cal6,51997.35333,linear,1.38E-08
L15,Methamidophos,cal,2.76,cal1,4703931.087,non-linear,2.23E-06
L15,Methamidophos,cal,2.76,cal2,1483721.67,non-linear,9.91E-07
L15,Methamidophos,cal,2.76,cal3,552159.5233,non-linear,4.84E-07
L15,Metolachlor,cal,12.11,cal1,36343550.49,non-linear,1.45E-06
L15,Metolachlor,cal,12.11,cal2,18983269.11,non-linear,6.75E-07
L15,Metolachlor,cal,12.11,cal3,7261746.7,non-linear,3.62E-07
L15,Metolachlor,cal,12.11,cal4,6796928.187,linear,2.26E-07
L15,Metolachlor,cal,12.11,cal5,2431689.68,linear,7.26E-08
L15,Metolachlor,cal,12.11,cal6,254933.3767,linear,7.23E-09
L15,Nigericin_NH4,cal,17.68,cal1,12169179.59,non-linear,3.47E-07
L15,Nigericin_NH4,cal,17.68,cal2,2072588.19,non-linear,1.87E-07
L15,Nigericin_NH4,cal,17.68,cal3,1778491.79,non-linear,9.15E-08
L15,Nigericin_NH4,cal,17.68,cal4,417892.7433,non-linear,4.20E-08
L15,Nigericin_NH4,cal,17.68,cal5,53893.32,non-linear,1.47E-08
L15,Nigericin_NH4,cal,17.68,cal6,3778.2,non-linear,2.89E-09
L15,Octocrylene,cal,16.04,cal1,115886.3533,non-linear,2.30E-06
L15,Octocrylene,cal,16.04,cal2,43829.69,non-linear,1.20E-06
L15,Octocrylene,cal,16.04,cal3,10861.36333,non-linear,7.12E-07
L15,Octocrylene,cal,16.04,cal4,7217.44,non-linear,3.34E-07
L15,Octocrylene,cal,16.04,cal5,1881.3,non-linear,1.16E-07
L15,Progesterone,cal,12.48,cal1,11334205.39,linear,1.24E-06
L15,Progesterone,cal,12.48,cal2,4916603.287,linear,6.17E-07
L15,Progesterone,cal,12.48,cal3,2245439.417,linear,3.29E-07
L15,Progesterone,cal,12.48,cal4,1364663.537,non-linear,2.00E-07
L15,Progesterone,cal,12.48,cal5,452113.3167,non-linear,7.24E-08
L15,Progesterone,cal,12.48,cal6,47707.79,non-linear,8.65E-09
L15,Rifaximin,cal,10.8,cal1,8971862.723,non-linear,4.90E-07
L15,Rifaximin,cal,10.8,cal2,2722214.47,linear,1.91E-07
L15,Rifaximin,cal,10.8,cal3,782626.4633,linear,8.71E-08
L15,Rifaximin,cal,10.8,cal4,469646.7233,linear,4.48E-08
L15,Rifaximin,cal,10.8,cal5,191569.0067,linear,1.61E-08
L15,Rifaximin,cal,10.8,cal6,3602.316667,non-linear,2.69E-09
L15,Simazine,cal,8.01,cal1,38668479.14,non-linear,2.29E-06
L15,Simazine,cal,8.01,cal2,20896919.35,non-linear,9.66E-07
L15,Simazine,cal,8.01,cal3,11210261.07,non-linear,4.95E-07
L15,Simazine,cal,8.01,cal4,7334144.117,linear,3.01E-07
L15,Simazine,cal,8.01,cal5,2544388.963,linear,9.47E-08
L15,Simazine,cal,8.01,cal6,260137.3533,linear,9.45E-09
L15,Spinosad_A,cal,10.66,cal1,13113752.32,non-linear,2.15E-07
L15,Spinosad_A,cal,10.66,cal2,3277216.397,non-linear,1.07E-07
L15,Spinosad_A,cal,10.66,cal3,943944.2033,non-linear,5.49E-08
L15,Spinosad_A,cal,10.66,cal4,601996.4367,non-linear,2.66E-08
L15,Spinosad_A,cal,10.66,cal5,100405.3667,non-linear,8.48E-09
L15,Spinosad_A,cal,10.66,cal6,958.355,non-linear,8.49E-10
L15,Sucralose_Na,cal,4.95,cal1,424992.7633,linear,2.37E-06
L15,Sucralose_Na,cal,4.95,cal2,165518.2733,linear,1.07E-06
L15,Sucralose_Na,cal,4.95,cal3,74747.24,linear,4.81E-07
L15,Sucralose_Na,cal,4.95,cal4,40015.08333,linear,2.71E-07
L15,Sucralose_Na,cal,4.95,cal5,10881.52333,non-linear,9.62E-08
L15,Sucralose_Na,cal,4.95,cal6,140.52,non-linear,1.28E-08
L15,Sucralose_NH4,cal,4.96,cal1,82785.06667,linear,2.37E-06
L15,Sucralose_NH4,cal,4.96,cal2,35233.09667,linear,1.07E-06
L15,Sucralose_NH4,cal,4.96,cal3,16637.98667,linear,4.81E-07
L15,Sucralose_NH4,cal,4.96,cal4,10086.59667,linear,2.71E-07
L15,Sucralose_NH4,cal,4.96,cal5,2373.226667,non-linear,9.62E-08
L15,TCMTB,cal,11.47,cal1,2152667.127,linear,1.73E-06
L15,TCMTB,cal,11.47,cal2,875873.28,linear,7.08E-07
L15,TCMTB,cal,11.47,cal3,424062.3267,linear,3.96E-07
L15,TCMTB,cal,11.47,cal4,260009.8467,linear,2.49E-07
L15,TCMTB,cal,11.47,cal5,86623.17333,linear,7.96E-08
L15,TCMTB,cal,11.47,cal6,7483.426667,linear,7.64E-09
L15,Tetraethylammonium,cal,1.88,cal1,8690070.637,non-linear,1.13E-06
L15,Tetraethylammonium,cal,1.88,cal2,3147606.537,non-linear,6.22E-07
L15,Tetraethylammonium,cal,1.88,cal3,2023471.267,non-linear,3.59E-07
L15,Tetraethylammonium,cal,1.88,cal4,827810.7067,non-linear,2.41E-07
L15,Tetraethylammonium,cal,1.88,cal5,356785.7033,non-linear,9.90E-08
L15,Tetraethylammonium,cal,1.88,cal6,12922.135,non-linear,1.76E-08
L15,Tetrahexylammonium,cal,13.22,cal1,30966689.69,non-linear,7.52E-07
L15,Tetrahexylammonium,cal,13.22,cal2,20926487.09,linear,3.93E-07
L15,Tetrahexylammonium,cal,13.22,cal3,11752083.9,linear,2.17E-07
L15,Tetrahexylammonium,cal,13.22,cal4,6614553.757,linear,1.13E-07
L15,Tetrahexylammonium,cal,13.22,cal5,1208117.323,non-linear,3.31E-08
L15,Tetrahexylammonium,cal,13.22,cal6,61331.46333,non-linear,3.02E-09
L15,Trichlorfon,cal,5.65,cal1,500403.4333,non-linear,1.76E-06
L15,Trichlorfon,cal,5.65,cal2,177181.53,non-linear,7.54E-07
L15,Trichlorfon,cal,5.65,cal3,241450.5567,non-linear,3.95E-07
L15,Trichlorfon,cal,5.65,cal4,44833.53667,non-linear,2.39E-07
L15,Trichlorfon,cal,5.65,cal5,39618.9,non-linear,7.80E-08
L15,Trichlorfon,cal,5.65,cal6,885.9166667,non-linear,7.29E-09
L15,Tylosin,cal,7.57,cal1,12526973.63,non-linear,4.20E-07
L15,Tylosin,cal,7.57,cal2,4831556.153,non-linear,1.90E-07
L15,Tylosin,cal,7.57,cal3,2081303.91,non-linear,1.01E-07
L15,Tylosin,cal,7.57,cal4,1007927.337,non-linear,5.77E-08
L15,Tylosin,cal,7.57,cal5,309233.3367,non-linear,1.93E-08
L15,Tylosin,cal,7.57,cal6,11521.1,non-linear,1.96E-09
L15,Uracil,cal,1.83,cal1,756627.78,non-linear,8.90E-06
L15,Uracil,cal,1.83,cal2,380572.7967,non-linear,3.61E-06
L15,Uracil,cal,1.83,cal3,204848.19,non-linear,1.81E-06
L15,Uracil,cal,1.83,cal4,124935.32,non-linear,1.09E-06
L15,Uracil,cal,1.83,cal5,44521.86667,non-linear,3.64E-07
L15,Uracil,cal,1.83,cal6,4050.456667,non-linear,9.12E-08
L15,Vancomycin_H,cal,3.52,cal1,4791.673333,non-linear,2.71E-07
L15,Vancomycin_H,cal,3.52,cal2,1424.913333,non-linear,1.22E-07
L15,Vancomycin_H2,cal,3.52,cal1,621610.99,non-linear,2.71E-07
L15,Vancomycin_H2,cal,3.52,cal2,238834.4467,linear,1.22E-07
L15,Vancomycin_H2,cal,3.52,cal3,120321.85,linear,6.19E-08
L15,Vancomycin_H2,cal,3.52,cal4,71035.37,linear,3.79E-08
L15,Vancomycin_H2,cal,3.52,cal5,22758.68,linear,1.25E-08
L15,Vancomycin_H2,cal,3.52,cal6,1421.846667,non-linear,1.49E-09
L16,Amitrole,cal,1.58,cal1,264090933.1,non-linear,6.25E-06
L16,Amitrole,cal,1.58,cal2,137185690.7,non-linear,2.58E-06
L16,Amitrole,cal,1.58,cal3,60772563.82,non-linear,1.34E-06
L16,Amitrole,cal,1.58,cal4,44770627.05,non-linear,7.78E-07
L16,Amitrole,cal,1.58,cal5,12260104.93,non-linear,2.35E-07
L16,Amitrole,cal,1.58,cal6,1654727.672,non-linear,2.02E-08
L16,Aspartame,cal,7.75,cal1,75083486.73,non-linear,1.72E-06
L16,Aspartame,cal,7.75,cal2,32805968.89,non-linear,7.04E-07
L16,Aspartame,cal,7.75,cal3,2455436.725,non-linear,3.58E-07
L16,Aspartame,cal,7.75,cal4,11073711.15,non-linear,2.13E-07
L16,Aspartame,cal,7.75,cal5,16507.35577,non-linear,7.22E-08
L16,Aspartame,cal,7.75,cal6,401264.557,non-linear,7.59E-09
L16,Atrazine,cal,13,cal1,829429577.2,non-linear,1.93E-06
L16,Atrazine,cal,13,cal2,428554728.7,non-linear,8.29E-07
L16,Atrazine,cal,13,cal3,207733676.9,non-linear,4.24E-07
L16,Atrazine,cal,13,cal4,139868341.1,linear,2.48E-07
L16,Atrazine,cal,13,cal5,43788226.68,linear,8.51E-08
L16,Atrazine,cal,13,cal6,5846795.432,linear,8.73E-09
L16,Benzotriazole,cal,8.12,cal1,455884749.5,non-linear,3.90E-06
L16,Benzotriazole,cal,8.12,cal2,215109166.9,linear,1.65E-06
L16,Benzotriazole,cal,8.12,cal3,102577922.8,linear,8.47E-07
L16,Benzotriazole,cal,8.12,cal4,65251807.41,linear,5.02E-07
L16,Benzotriazole,cal,8.12,cal5,20246629.72,linear,1.60E-07
L16,Benzotriazole,cal,8.12,cal6,2436135.086,linear,1.62E-08
L16,Butocarboxim_H,cal,10.71,cal1,3322384.459,non-linear,1.98E-06
L16,Butocarboxim_H,cal,10.71,cal2,2084066.922,non-linear,1.00E-06
L16,Butocarboxim_H,cal,10.71,cal3,1189450.354,non-linear,5.01E-07
L16,Butocarboxim_H,cal,10.71,cal4,804956.354,linear,2.92E-07
L16,Butocarboxim_H,cal,10.71,cal5,249139.8436,linear,8.97E-08
L16,Butocarboxim_H,cal,10.71,cal6,21935.45395,linear,2.56E-08
L16,Butocarboxim_NH4,cal,10.7,cal1,2503357.974,non-linear,1.98E-06
L16,Butocarboxim_NH4,cal,10.7,cal2,1389014.823,non-linear,1.00E-06
L16,Butocarboxim_NH4,cal,10.7,cal3,720658.0364,linear,5.01E-07
L16,Butocarboxim_NH4,cal,10.7,cal4,458663.4813,linear,2.92E-07
L16,Butocarboxim_NH4,cal,10.7,cal5,139160.0811,linear,8.97E-08
L16,Caffeine,cal,7.24,cal1,111672815.3,non-linear,3.06E-06
L16,Caffeine,cal,7.24,cal2,51784926.34,linear,1.24E-06
L16,Caffeine,cal,7.24,cal3,23915731.16,linear,5.79E-07
L16,Caffeine,cal,7.24,cal4,14926562.79,linear,3.34E-07
L16,Caffeine,cal,7.24,cal5,4447976.727,linear,1.02E-07
L16,Caffeine,cal,7.24,cal6,551817.8378,linear,1.09E-08
L16,Carbamazepine,cal,11.62,cal1,594598899.7,non-linear,1.67E-06
L16,Carbamazepine,cal,11.62,cal2,354052088.4,non-linear,7.96E-07
L16,Carbamazepine,cal,11.62,cal3,196794981.1,linear,4.20E-07
L16,Carbamazepine,cal,11.62,cal4,137613892.4,linear,2.59E-07
L16,Carbamazepine,cal,11.62,cal5,48459504.8,linear,9.22E-08
L16,Carbamazepine,cal,11.62,cal6,7162796.993,linear,7.64E-09
L16,Cefoperazone,cal,9.11,cal1,2288404.355,linear,5.41E-07
L16,Cefoperazone,cal,9.11,cal2,1129520.856,linear,2.25E-07
L16,Cefoperazone,cal,9.11,cal3,480444.7553,linear,1.16E-07
L16,Cefoperazone,cal,9.11,cal4,321305.2303,linear,6.66E-08
L16,Cefoperazone,cal,9.11,cal5,82542.99613,linear,2.45E-08
L16,Chlormequat,cal,1.82,cal1,625640551.9,non-linear,1.87E-06
L16,Chlormequat,cal,1.82,cal2,229822889.1,non-linear,1.11E-06
L16,Chlormequat,cal,1.82,cal3,116201095.4,non-linear,6.51E-07
L16,Chlormequat,cal,1.82,cal4,53034189.85,non-linear,4.30E-07
L16,Chlormequat,cal,1.82,cal5,6558258.197,non-linear,1.51E-07
L16,Chlormequat,cal,1.82,cal6,1308242.235,non-linear,1.89E-08
L16,Chlorothiazide,cal,7.18,cal1,1454833.172,non-linear,1.53E-06
L16,Chlorothiazide,cal,7.18,cal2,723722.0526,linear,6.60E-07
L16,Chlorothiazide,cal,7.18,cal3,344044.5682,linear,3.46E-07
L16,Chlorothiazide,cal,7.18,cal4,205801.6414,linear,1.99E-07
L16,Chlorothiazide,cal,7.18,cal5,58196.62703,linear,6.90E-08
L16,Clarithromycin_H,cal,11.25,cal1,137300273.5,linear,5.08E-07
L16,Clarithromycin_H,cal,11.25,cal2,80830560.88,linear,2.50E-07
L16,Clarithromycin_H,cal,11.25,cal3,35567821.34,linear,1.34E-07
L16,Clarithromycin_H,cal,11.25,cal4,24878510.29,linear,7.98E-08
L16,Clarithromycin_H,cal,11.25,cal5,6163244.516,linear,2.48E-08
L16,Clarithromycin_H,cal,11.25,cal6,703317.9659,linear,2.79E-09
L16,Clarithromycin_Na,cal,11.25,cal1,1758076.588,linear,5.08E-07
L16,Clarithromycin_Na,cal,11.25,cal2,882156.2392,linear,2.50E-07
L16,Clarithromycin_Na,cal,11.25,cal3,230024.0292,non-linear,1.34E-07
L16,Clarithromycin_Na,cal,11.25,cal4,141136.0322,non-linear,7.98E-08
L16,Clarithromycin_Na,cal,11.25,cal5,16390.38128,non-linear,2.48E-08
L16,Dichlorvos,cal,11.72,cal1,44742157.38,non-linear,2.18E-06
L16,Dichlorvos,cal,11.72,cal2,21274838.68,linear,8.80E-07
